time value latency
2026-04-30-14 customer-I 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-B 83
2026-04-30-14 --ALL-- 83
2026-04-30-14 customer-H 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-C 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-A 270
2026-04-30-14 --ALL-- 270
2026-04-30-14 customer-A 266
2026-04-30-14 --ALL-- 266
2026-04-30-14 customer-H 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-A 167
2026-04-30-14 --ALL-- 167
2026-04-30-14 customer-I 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 54
2026-04-30-14 --ALL-- 54
2026-04-30-14 customer-A 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-A 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-B 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 10
2026-04-30-14 --ALL-- 10
2026-04-30-14 customer-A 15
2026-04-30-14 --ALL-- 15
2026-04-30-14 customer-I 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-A 158
2026-04-30-14 --ALL-- 158
2026-04-30-14 customer-A 156
2026-04-30-14 --ALL-- 156
2026-04-30-14 customer-E 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-E 46
2026-04-30-14 --ALL-- 46
2026-04-30-14 customer-A 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-A 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-A 84
2026-04-30-14 --ALL-- 84
2026-04-30-14 customer-A 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-A 759
2026-04-30-14 --ALL-- 759
2026-04-30-14 customer-A 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-G 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-B 165
2026-04-30-14 --ALL-- 165
2026-04-30-14 customer-G 2
2026-04-30-14 --ALL-- 2
2026-04-30-14 customer-G 3
2026-04-30-14 --ALL-- 3
2026-04-30-14 customer-G 117
2026-04-30-14 --ALL-- 117
2026-04-30-14 customer-G 2
2026-04-30-14 --ALL-- 2
2026-04-30-14 customer-A 69
2026-04-30-14 --ALL-- 69
2026-04-30-14 customer-A 48
2026-04-30-14 --ALL-- 48
2026-04-30-14 customer-I 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-G 839
2026-04-30-14 --ALL-- 839
2026-04-30-14 customer-G 283
2026-04-30-14 --ALL-- 283
2026-04-30-14 customer-G 17
2026-04-30-14 --ALL-- 17
2026-04-30-14 customer-G 228
2026-04-30-14 --ALL-- 228
2026-04-30-14 customer-G 465
2026-04-30-14 --ALL-- 465
2026-04-30-14 customer-G 730
2026-04-30-14 --ALL-- 730
2026-04-30-14 customer-A 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-B 72
2026-04-30-14 --ALL-- 72
2026-04-30-14 customer-A 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-A 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-A 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-B 374
2026-04-30-14 --ALL-- 374
2026-04-30-14 customer-G 373
2026-04-30-14 --ALL-- 373
2026-04-30-14 customer-A 92
2026-04-30-14 --ALL-- 92
2026-04-30-14 customer-A 95
2026-04-30-14 --ALL-- 95
2026-04-30-14 customer-A 93
2026-04-30-14 --ALL-- 93
2026-04-30-14 customer-A 137314
2026-04-30-14 --ALL-- 137314
2026-04-30-14 customer-A 81
2026-04-30-14 --ALL-- 81
2026-04-30-14 customer-A 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-A 138
2026-04-30-14 --ALL-- 138
2026-04-30-14 customer-A 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-A 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-A 9
2026-04-30-14 --ALL-- 9
2026-04-30-14 customer-D 36
2026-04-30-14 --ALL-- 36
2026-04-30-14 customer-C 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 470
2026-04-30-14 --ALL-- 470
2026-04-30-14 customer-A 69
2026-04-30-14 --ALL-- 69
2026-04-30-14 customer-I 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-B 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-B 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-B 11
2026-04-30-14 --ALL-- 11
2026-04-30-14 customer-A 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-A 83
2026-04-30-14 --ALL-- 83
2026-04-30-14 customer-A 136903
2026-04-30-14 --ALL-- 136903
2026-04-30-14 customer-A 132
2026-04-30-14 --ALL-- 132
2026-04-30-14 customer-A 151
2026-04-30-14 --ALL-- 151
2026-04-30-14 customer-I 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-A 82
2026-04-30-14 --ALL-- 82
2026-04-30-14 customer-F 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-F 91
2026-04-30-14 --ALL-- 91
2026-04-30-14 customer-F 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-G 66
2026-04-30-14 --ALL-- 66
2026-04-30-14 customer-G 82
2026-04-30-14 --ALL-- 82
2026-04-30-14 customer-G 84
2026-04-30-14 --ALL-- 84
2026-04-30-14 customer-I 36
2026-04-30-14 --ALL-- 36
2026-04-30-14 customer-G 227
2026-04-30-14 --ALL-- 227
2026-04-30-14 customer-A 129
2026-04-30-14 --ALL-- 129
2026-04-30-14 customer-A 131
2026-04-30-14 --ALL-- 131
2026-04-30-14 customer-A 148
2026-04-30-14 --ALL-- 148
2026-04-30-14 customer-H 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-A 99
2026-04-30-14 --ALL-- 99
2026-04-30-14 customer-A 21539
2026-04-30-14 --ALL-- 21539
2026-04-30-14 customer-D 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-A 90
2026-04-30-14 --ALL-- 90
2026-04-30-14 customer-B 119
2026-04-30-14 --ALL-- 119
2026-04-30-14 customer-B 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-F 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-B 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-F 5265
2026-04-30-14 --ALL-- 5265
2026-04-30-14 customer-H 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-B 107
2026-04-30-14 --ALL-- 107
2026-04-30-14 customer-E 120559
2026-04-30-14 --ALL-- 120559
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-B 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-A 20997
2026-04-30-14 --ALL-- 20997
2026-04-30-14 customer-A 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-C 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-I 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-I 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-H 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-G 327
2026-04-30-14 --ALL-- 327
2026-04-30-14 customer-H 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 77
2026-04-30-14 --ALL-- 77
2026-04-30-14 customer-H 36
2026-04-30-14 --ALL-- 36
2026-04-30-14 customer-A 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-G 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-H 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-A 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-H 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-I 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-H 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-A 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-A 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-A 219
2026-04-30-14 --ALL-- 219
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-A 69
2026-04-30-14 --ALL-- 69
2026-04-30-14 customer-H 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-H 46
2026-04-30-14 --ALL-- 46
2026-04-30-14 customer-A 77
2026-04-30-14 --ALL-- 77
2026-04-30-14 customer-A 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-A 1170
2026-04-30-14 --ALL-- 1170
2026-04-30-14 customer-A 195
2026-04-30-14 --ALL-- 195
2026-04-30-14 customer-F 32
2026-04-30-14 --ALL-- 32
2026-04-30-14 customer-H 19
2026-04-30-14 --ALL-- 19
2026-04-30-14 customer-A 469
2026-04-30-14 --ALL-- 469
2026-04-30-14 customer-A 31
2026-04-30-14 --ALL-- 31
2026-04-30-14 customer-A 172
2026-04-30-14 --ALL-- 172
2026-04-30-14 customer-H 45
2026-04-30-14 --ALL-- 45
2026-04-30-14 customer-H 125
2026-04-30-14 --ALL-- 125
2026-04-30-14 customer-H 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-A 4930
2026-04-30-14 --ALL-- 4930
2026-04-30-14 customer-G 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-A 48
2026-04-30-14 --ALL-- 48
2026-04-30-14 customer-H 502
2026-04-30-14 --ALL-- 502
2026-04-30-14 customer-H 59
2026-04-30-14 --ALL-- 59
2026-04-30-14 customer-A 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-I 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-F 245
2026-04-30-14 --ALL-- 245
2026-04-30-14 customer-A 4238
2026-04-30-14 --ALL-- 4238
2026-04-30-14 customer-B 0
2026-04-30-14 --ALL-- 0
2026-04-30-14 customer-G 74
2026-04-30-14 --ALL-- 74
2026-04-30-14 customer-G 216
2026-04-30-14 --ALL-- 216
2026-04-30-14 customer-G 66
2026-04-30-14 --ALL-- 66
2026-04-30-14 customer-G 269
2026-04-30-14 --ALL-- 269
2026-04-30-14 customer-A 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-A 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-A 65
2026-04-30-14 --ALL-- 65
2026-04-30-14 customer-E 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-E 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-E 145
2026-04-30-14 --ALL-- 145
2026-04-30-14 customer-A 60
2026-04-30-14 --ALL-- 60
2026-04-30-14 customer-E 49
2026-04-30-14 --ALL-- 49
2026-04-30-14 customer-E 115
2026-04-30-14 --ALL-- 115
2026-04-30-14 customer-E 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-D 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-G 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-G 186
2026-04-30-14 --ALL-- 186
2026-04-30-14 customer-A 111
2026-04-30-14 --ALL-- 111
2026-04-30-14 customer-I 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-F 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-F 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-D 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-G 421
2026-04-30-14 --ALL-- 421
2026-04-30-14 customer-H 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-H 197
2026-04-30-14 --ALL-- 197
2026-04-30-14 customer-D 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-A 246
2026-04-30-14 --ALL-- 246
2026-04-30-14 customer-A 79
2026-04-30-14 --ALL-- 79
2026-04-30-14 customer-A 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-G 139
2026-04-30-14 --ALL-- 139
2026-04-30-14 customer-E 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-G 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-G 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-A 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-A 169
2026-04-30-14 --ALL-- 169
2026-04-30-14 customer-G 87
2026-04-30-14 --ALL-- 87
2026-04-30-14 customer-A 65
2026-04-30-14 --ALL-- 65
2026-04-30-14 customer-G 309
2026-04-30-14 --ALL-- 309
2026-04-30-14 customer-A 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-E 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-G 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-G 150
2026-04-30-14 --ALL-- 150
2026-04-30-14 customer-G 42
2026-04-30-14 --ALL-- 42
2026-04-30-14 customer-H 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-G 19
2026-04-30-14 --ALL-- 19
2026-04-30-14 customer-H 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-G 45
2026-04-30-14 --ALL-- 45
2026-04-30-14 customer-I 36
2026-04-30-14 --ALL-- 36
2026-04-30-14 customer-H 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-H 70
2026-04-30-14 --ALL-- 70
2026-04-30-14 customer-A 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-A 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-A 71
2026-04-30-14 --ALL-- 71
2026-04-30-14 customer-A 103
2026-04-30-14 --ALL-- 103
2026-04-30-14 customer-A 55141
2026-04-30-14 --ALL-- 55141
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 122
2026-04-30-14 --ALL-- 122
2026-04-30-14 customer-A 46
2026-04-30-14 --ALL-- 46
2026-04-30-14 customer-A 125
2026-04-30-14 --ALL-- 125
2026-04-30-14 customer-A 188
2026-04-30-14 --ALL-- 188
2026-04-30-14 customer-A 187
2026-04-30-14 --ALL-- 187
2026-04-30-14 customer-A 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-I 47
2026-04-30-14 --ALL-- 47
2026-04-30-14 customer-A 46
2026-04-30-14 --ALL-- 46
2026-04-30-14 customer-A 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-E 0
2026-04-30-14 --ALL-- 0
2026-04-30-14 customer-A 84
2026-04-30-14 --ALL-- 84
2026-04-30-14 customer-A 132123
2026-04-30-14 --ALL-- 132123
2026-04-30-14 customer-C 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-A 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-E 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-A 77
2026-04-30-14 --ALL-- 77
2026-04-30-14 customer-E 54
2026-04-30-14 --ALL-- 54
2026-04-30-14 customer-E 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-E 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-E 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 6
2026-04-30-14 --ALL-- 6
2026-04-30-14 customer-A 6
2026-04-30-14 --ALL-- 6
2026-04-30-14 customer-I 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-E 54
2026-04-30-14 --ALL-- 54
2026-04-30-14 customer-A 540
2026-04-30-14 --ALL-- 540
2026-04-30-14 customer-A 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-G 4
2026-04-30-14 --ALL-- 4
2026-04-30-14 customer-G 11
2026-04-30-14 --ALL-- 11
2026-04-30-14 customer-G 7
2026-04-30-14 --ALL-- 7
2026-04-30-14 customer-G 10
2026-04-30-14 --ALL-- 10
2026-04-30-14 customer-G 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-G 13
2026-04-30-14 --ALL-- 13
2026-04-30-14 customer-G 7
2026-04-30-14 --ALL-- 7
2026-04-30-14 customer-G 5
2026-04-30-14 --ALL-- 5
2026-04-30-14 customer-G 11
2026-04-30-14 --ALL-- 11
2026-04-30-14 customer-G 42
2026-04-30-14 --ALL-- 42
2026-04-30-14 customer-A 602
2026-04-30-14 --ALL-- 602
2026-04-30-14 customer-A 66
2026-04-30-14 --ALL-- 66
2026-04-30-14 customer-A 1614
2026-04-30-14 --ALL-- 1614
2026-04-30-14 customer-A 1629
2026-04-30-14 --ALL-- 1629
2026-04-30-14 customer-I 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-E 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-I 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-E 125
2026-04-30-14 --ALL-- 125
2026-04-30-14 customer-E 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-D 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-A 5
2026-04-30-14 --ALL-- 5
2026-04-30-14 customer-A 7
2026-04-30-14 --ALL-- 7
2026-04-30-14 customer-B 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-D 913
2026-04-30-14 --ALL-- 913
2026-04-30-14 customer-I 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-E 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-A 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-I 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-A 48
2026-04-30-14 --ALL-- 48
2026-04-30-14 customer-A 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-B 78
2026-04-30-14 --ALL-- 78
2026-04-30-14 customer-G 196
2026-04-30-14 --ALL-- 196
2026-04-30-14 customer-E 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-E 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-I 32
2026-04-30-14 --ALL-- 32
2026-04-30-14 customer-G 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-B 11
2026-04-30-14 --ALL-- 11
2026-04-30-14 customer-A 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-F 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-E 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 66
2026-04-30-14 --ALL-- 66
2026-04-30-14 customer-B 92
2026-04-30-14 --ALL-- 92
2026-04-30-14 customer-A 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-F 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-F 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-F 38
2026-04-30-14 --ALL-- 38
2026-04-30-14 customer-F 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-F 193
2026-04-30-14 --ALL-- 193
2026-04-30-14 customer-F 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-F 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-E 16
2026-04-30-14 --ALL-- 16
2026-04-30-14 customer-E 42
2026-04-30-14 --ALL-- 42
2026-04-30-14 customer-F 4397
2026-04-30-14 --ALL-- 4397
2026-04-30-14 customer-H 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-H 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-F 38
2026-04-30-14 --ALL-- 38
2026-04-30-14 customer-E 145
2026-04-30-14 --ALL-- 145
2026-04-30-14 customer-E 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-E 45
2026-04-30-14 --ALL-- 45
2026-04-30-14 customer-E 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-E 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-F 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-F 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-F 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-F 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-F 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-E 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-H 465
2026-04-30-14 --ALL-- 465
2026-04-30-14 customer-F 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-B 106
2026-04-30-14 --ALL-- 106
2026-04-30-14 customer-E 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-F 309
2026-04-30-14 --ALL-- 309
2026-04-30-14 customer-F 157
2026-04-30-14 --ALL-- 157
2026-04-30-14 customer-F 1472
2026-04-30-14 --ALL-- 1472
2026-04-30-14 customer-F 30000
2026-04-30-14 --ALL-- 30000
2026-04-30-14 customer-I 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-F 166
2026-04-30-14 --ALL-- 166
2026-04-30-14 customer-G 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-F 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-F 247
2026-04-30-14 --ALL-- 247
2026-04-30-14 customer-F 528
2026-04-30-14 --ALL-- 528
2026-04-30-14 customer-F 89
2026-04-30-14 --ALL-- 89
2026-04-30-14 customer-F 271967
2026-04-30-14 --ALL-- 271967
2026-04-30-14 customer-F 247
2026-04-30-14 --ALL-- 247
2026-04-30-14 customer-A 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-A 56
2026-04-30-14 --ALL-- 56
2026-04-30-14 customer-E 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-E 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-A 264
2026-04-30-14 --ALL-- 264
2026-04-30-14 customer-A 130
2026-04-30-14 --ALL-- 130
2026-04-30-14 customer-A 115
2026-04-30-14 --ALL-- 115
2026-04-30-14 customer-H 60
2026-04-30-14 --ALL-- 60
2026-04-30-14 customer-H 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-H 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-H 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-H 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-A 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-A 51519
2026-04-30-14 --ALL-- 51519
2026-04-30-14 customer-A 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-A 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-A 129027
2026-04-30-14 --ALL-- 129027
2026-04-30-14 customer-A 260
2026-04-30-14 --ALL-- 260
2026-04-30-14 customer-A 61
2026-04-30-14 --ALL-- 61
2026-04-30-14 customer-B 6
2026-04-30-14 --ALL-- 6
2026-04-30-14 customer-B 158
2026-04-30-14 --ALL-- 158
2026-04-30-14 customer-B 70
2026-04-30-14 --ALL-- 70
2026-04-30-14 customer-I 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 119
2026-04-30-14 --ALL-- 119
2026-04-30-14 customer-B 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-C 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-E 246
2026-04-30-14 --ALL-- 246
2026-04-30-14 customer-E 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-E 108
2026-04-30-14 --ALL-- 108
2026-04-30-14 customer-E 271
2026-04-30-14 --ALL-- 271
2026-04-30-14 customer-F 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-E 81
2026-04-30-14 --ALL-- 81
2026-04-30-14 customer-B 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 165
2026-04-30-14 --ALL-- 165
2026-04-30-14 customer-A 1449
2026-04-30-14 --ALL-- 1449
2026-04-30-14 customer-A 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-B 139
2026-04-30-14 --ALL-- 139
2026-04-30-14 customer-F 76
2026-04-30-14 --ALL-- 76
2026-04-30-14 customer-A 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-A 51003
2026-04-30-14 --ALL-- 51003
2026-04-30-14 customer-A 128
2026-04-30-14 --ALL-- 128
2026-04-30-14 customer-B 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-D 12
2026-04-30-14 --ALL-- 12
2026-04-30-14 customer-A 100
2026-04-30-14 --ALL-- 100
2026-04-30-14 customer-I 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-A 462
2026-04-30-14 --ALL-- 462
2026-04-30-14 customer-A 196
2026-04-30-14 --ALL-- 196
2026-04-30-14 customer-A 219
2026-04-30-14 --ALL-- 219
2026-04-30-14 customer-B 160
2026-04-30-14 --ALL-- 160
2026-04-30-14 customer-A 83
2026-04-30-14 --ALL-- 83
2026-04-30-14 customer-B 68
2026-04-30-14 --ALL-- 68
2026-04-30-14 customer-B 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-C 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-F 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-B 113
2026-04-30-14 --ALL-- 113
2026-04-30-14 customer-C 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-E 70
2026-04-30-14 --ALL-- 70
2026-04-30-14 customer-E 135
2026-04-30-14 --ALL-- 135
2026-04-30-14 customer-A 300409
2026-04-30-14 --ALL-- 300409
2026-04-30-14 customer-G 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-F 92
2026-04-30-14 --ALL-- 92
2026-04-30-14 customer-I 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-E 241
2026-04-30-14 --ALL-- 241
2026-04-30-14 customer-C 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-F 0
2026-04-30-14 --ALL-- 0
2026-04-30-14 customer-G 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-F 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-G 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-C 64
2026-04-30-14 --ALL-- 64
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-E 88
2026-04-30-14 --ALL-- 88
2026-04-30-14 customer-B 48
2026-04-30-14 --ALL-- 48
2026-04-30-14 customer-F 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-H 9
2026-04-30-14 --ALL-- 9
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-G 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-F 79
2026-04-30-14 --ALL-- 79
2026-04-30-14 customer-C 54
2026-04-30-14 --ALL-- 54
2026-04-30-14 customer-C 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-E 148
2026-04-30-14 --ALL-- 148
2026-04-30-14 customer-G 10
2026-04-30-14 --ALL-- 10
2026-04-30-14 customer-I 26
2026-04-30-14 --ALL-- 26
